102	10
102	11
102	12
103	10
103	11
104	10
104	11
106	10
112	10
115	10
117	10
118	10
118	11
118	12
119	10
119	11
119	12
120	10
120	11
123	10
123	11
123	12
124	10
124	11
124	12
125	10
125	11
125	12
126	10
126	11
126	12
127	10
127	11
127	12
127	10
127	11
127	12
128	10
128	11
128	12
129	10
129	11
129	12
130	10
130	11
130	12
131	10
131	11
131	12
132	10
132	11
132	12
133	10
133	11
133	12
134	10
134	11
134	12
135	10
135	11
135	12
136	10
136	11
136	12
137	10
137	11
140	12
141	10
141	11
141	12
142	10
142	11
142	12
148	10
149	11
149	12
150	10
151	10
152	10
153	10
154	10
155	10
156	10
157	10
158	10
159	10
160	10
161	10
162	10
163	10
164	10
165	10
166	10
167	10
168	10
169	10
170	10
171	10
172	10
173	10
174	10
175	10
176	10
178	10
178	11
178	12
179	10
181	10
181	11
184	10
184	11
184	12
185	10
185	11
185	12
186	10
187	10
188	10
189	10
190	10
191	10
192	10
